Driver Number,Driver Name,Lap Number,Total Lap Time,Sector 1 Time,Sector 2 Time,Sector 3 Time
,13 Paul Van Loenhout,10,1:39.0990,0:30.1210,0:42.6260,0:26.3520
,13 Paul Van Loenhout,11,1:38.8020,0:29.8960,0:42.6640,0:26.2420
,13 Paul Van Loenhout,12,1:38.6940,0:29.9120,0:42.5600,0:26.2220
,13 Paul Van Loenhout,13,1:39.3020,0:30.1240,0:42.6440,0:26.5340
,13 Paul Van Loenhout,14,1:40.9720,0:29.8790,0:44.4560,0:26.6370
,13 Paul Van Loenhout,15,1:40.6700,0:29.8850,0:44.3010,0:26.4840
,13 Paul Van Loenhout,16,1:38.9320,0:29.8010,0:42.7710,0:26.3600
,13 Paul Van Loenhout,17,PIT,0:31.0110,0:43.5090,0:47.5740
,13 Paul Van Loenhout,18,5:28.8760,4:12.7680,0:47.7390,0:28.3690
,13 Paul Van Loenhout,19,1:41.3470,0:31.6080,0:43.1030,0:26.6360
,13 Paul Van Loenhout,20,1:37.9420,0:29.9970,0:41.7780,0:26.1670
,13 Paul Van Loenhout,21,1:39.5440,0:29.8470,0:42.5070,0:27.1900
,13 Paul Van Loenhout,22,1:40.9660,0:30.2190,0:42.0540,0:28.6930
,13 Paul Van Loenhout,23,PIT,0:36.0730,0:50.4840,0:50.8840
,23 Cameron Campbell,1,2:06.6980,0:39.1820,0:51.5960,0:35.9200
,23 Cameron Campbell,2,1:48.7100,0:34.5340,0:46.3890,0:27.7870
,23 Cameron Campbell,3,1:36.3790,0:29.4270,0:41.5230,0:25.4290
,23 Cameron Campbell,4,1:33.1110,0:27.7570,0:40.3640,0:24.9900
,23 Cameron Campbell,5,1:53.7900,0:27.1060,1:00.2710,0:26.4130
,23 Cameron Campbell,6,1:35.8820,0:29.0070,0:41.8620,0:25.0130
,23 Cameron Campbell,7,1:32.5810,0:27.1290,0:40.2970,0:25.1550
,23 Cameron Campbell,8,PIT,0:27.3200,0:40.4350,0:40.6140
,23 Cameron Campbell,9,5:29.9360,4:24.2030,0:40.7910,0:24.9420
,23 Cameron Campbell,10,1:33.7410,0:27.0770,0:40.2820,0:26.3820
,23 Cameron Campbell,11,1:32.4340,0:27.1950,0:40.2980,0:24.9410
,23 Cameron Campbell,12,1:32.2050,0:27.1190,0:40.2430,0:24.8430
,23 Cameron Campbell,13,1:32.3210,0:26.9600,0:40.4190,0:24.9420
,23 Cameron Campbell,14,PIT,0:32.2370,0:52.3000,0:51.7420
100,Aemel Nordin,1,2:00.2970,0:39.8360,0:51.6420,0:28.8190
100,Aemel Nordin,2,1:50.3620,0:33.6920,0:47.2980,0:29.3720
100,Aemel Nordin,3,1:48.7720,0:35.0950,0:46.4130,0:27.2640
100,Aemel Nordin,4,1:41.5670,0:30.1530,0:44.9800,0:26.4340
100,Aemel Nordin,5,1:39.0380,0:29.5680,0:42.9600,0:26.5100
100,Aemel Nordin,6,1:39.1160,0:28.5480,0:43.6230,0:26.9450
100,Aemel Nordin,7,1:38.4780,0:29.4230,0:42.7740,0:26.2810
100,Aemel Nordin,8,1:36.6290,0:28.6300,0:41.9110,0:26.0880
100,Aemel Nordin,9,1:35.8770,0:28.4520,0:41.7300,0:25.6950
100,Aemel Nordin,10,1:34.9810,0:28.0410,0:41.3540,0:25.5860
100,Aemel Nordin,11,PIT,0:29.9770,0:46.7710,0:45.1270
100,Aemel Nordin,12,3:59.6210,2:52.0590,0:41.8080,0:25.7540
100,Aemel Nordin,13,1:34.7410,0:28.3280,0:41.0700,0:25.3430
100,Aemel Nordin,14,1:35.0070,0:28.3030,0:41.3650,0:25.3390
100,Aemel Nordin,15,1:37.4050,0:30.0260,0:41.7470,0:25.6320
100,Aemel Nordin,16,1:40.9020,0:32.3580,0:42.7750,0:25.7690
100,Aemel Nordin,17,1:36.4820,0:28.5430,0:42.3790,0:25.5600
100,Aemel Nordin,18,1:35.5260,0:28.2750,0:41.5720,0:25.6790
100,Aemel Nordin,19,1:36.0170,0:28.8290,0:41.7610,0:25.4270
100,Aemel Nordin,20,1:35.2810,0:28.6580,0:41.1970,0:25.4260
100,Aemel Nordin,21,1:35.4880,0:28.5810,0:41.5050,0:25.4020
100,Aemel Nordin,22,PIT,0:28.6950,0:41.3310,0:43.1050
111,Tony Baildon,1,2:17.2880,0:44.2670,0:58.4780,0:34.5430
111,Tony Baildon,2,2:05.3450,0:39.4380,0:55.2080,0:30.6990
111,Tony Baildon,3,1:57.0580,0:36.9530,0:50.2190,0:29.8860
111,Tony Baildon,4,1:49.8020,0:34.4560,0:47.7630,0:27.5830
111,Tony Baildon,5,1:44.8410,0:31.6870,0:45.7830,0:27.3710
111,Tony Baildon,6,1:45.1060,0:32.4890,0:45.5590,0:27.0580
111,Tony Baildon,7,1:42.1530,0:29.9380,0:45.4950,0:26.7200
111,Tony Baildon,8,1:40.9260,0:30.4300,0:43.8080,0:26.6880
111,Tony Baildon,9,1:39.1380,0:29.6210,0:43.2370,0:26.2800
111,Tony Baildon,10,1:40.8360,0:29.6070,0:44.8280,0:26.4010
111,Tony Baildon,11,PIT,0:29.5080,0:48.2470,0:39.9360
111,Tony Baildon,12,5:49.0240,4:31.8680,0:48.3380,0:28.8180
111,Tony Baildon,13,1:40.2860,0:29.6900,0:44.0860,0:26.5100
111,Tony Baildon,14,1:38.8630,0:29.3450,0:43.3810,0:26.1370
111,Tony Baildon,15,1:37.8920,0:29.0050,0:42.8850,0:26.0020
111,Tony Baildon,16,1:38.1380,0:29.0610,0:42.8790,0:26.1980
111,Tony Baildon,17,1:41.8320,0:31.3360,0:43.3420,0:27.1540
111,Tony Baildon,18,PIT,0:31.1020,0:44.3900,0:42.8490
117,Enzo Cheng,1,2:11.6420,0:42.9220,0:56.3980,0:32.3220
117,Enzo Cheng,2,1:42.6240,0:31.6990,0:44.0950,0:26.8300
117,Enzo Cheng,3,1:43.1170,0:30.8030,0:46.0760,0:26.2380
117,Enzo Cheng,4,1:39.7710,0:29.8990,0:44.0360,0:25.8360
117,Enzo Cheng,5,1:39.2890,0:31.6650,0:42.4550,0:25.1690
117,Enzo Cheng,6,1:34.5470,0:29.4830,0:40.4120,0:24.6520
117,Enzo Cheng,7,1:37.9520,0:27.7610,0:43.4660,0:26.7250
117,Enzo Cheng,8,1:32.3210,0:27.3570,0:40.2930,0:24.6710
117,Enzo Cheng,9,1:41.2020,0:32.3220,0:43.1040,0:25.7760
117,Enzo Cheng,10,1:34.8180,0:29.3180,0:40.7140,0:24.7860
117,Enzo Cheng,11,1:32.1910,0:27.3710,0:40.0760,0:24.7440
117,Enzo Cheng,12,1:31.9280,0:27.3950,0:39.9210,0:24.6120
117,Enzo Cheng,13,PIT,0:31.7410,0:45.6720,0:45.6050
117,Enzo Cheng,14,PIT,-:--.----,-:--.----,-:--.----
127,David Trewern,1,2:11.2160,0:42.0030,0:57.4120,0:31.8010
127,David Trewern,2,1:50.1960,0:33.6700,0:48.5790,0:27.9470
127,David Trewern,3,1:43.1920,0:30.7690,0:45.9290,0:26.4940
127,David Trewern,4,1:39.9380,0:29.9220,0:44.0040,0:26.0120
127,David Trewern,5,1:43.2770,0:31.2780,0:45.7410,0:26.2580
127,David Trewern,6,1:48.3900,0:32.0640,0:47.6130,0:28.7130
127,David Trewern,7,1:38.1390,0:29.1970,0:43.2730,0:25.6690
127,David Trewern,8,1:36.6280,0:28.8250,0:42.4080,0:25.3950
127,David Trewern,9,PIT,0:28.6850,0:42.4640,0:45.3760
127,David Trewern,10,NC,NC,1:08.6730,0:35.6010
127,David Trewern,11,2:10.5550,0:38.9710,0:51.5490,0:40.0350
127,David Trewern,12,1:51.1650,0:30.8820,0:49.3500,0:30.9330
127,David Trewern,13,1:36.0200,0:28.7600,0:42.0250,0:25.2350
127,David Trewern,14,1:34.9420,0:28.4570,0:41.2460,0:25.2390
127,David Trewern,15,1:33.5790,0:27.7010,0:40.7460,0:25.1320
127,David Trewern,16,1:33.0130,0:27.2790,0:40.4790,0:25.2550
127,David Trewern,17,PIT,0:37.4990,0:50.3510,0:59.9580
164,Michael Walker,1,2:17.7220,0:46.6890,0:55.9970,0:35.0360
164,Michael Walker,2,1:59.8570,0:37.4900,0:50.1620,0:32.2050
164,Michael Walker,3,1:49.4340,0:34.6170,0:46.6230,0:28.1940
164,Michael Walker,4,1:47.3000,0:32.8070,0:46.7930,0:27.7000
164,Michael Walker,5,1:45.7600,0:31.6940,0:46.7940,0:27.2720
164,Michael Walker,6,1:40.2520,0:30.2700,0:43.4960,0:26.4860
164,Michael Walker,7,1:41.1850,0:31.8450,0:43.0780,0:26.2620
164,Michael Walker,8,1:38.1120,0:29.8420,0:41.8120,0:26.4580
164,Michael Walker,9,1:36.3580,0:28.6410,0:41.3700,0:26.3470
164,Michael Walker,10,1:38.9290,0:30.2760,0:42.5660,0:26.0870
164,Michael Walker,11,1:36.4300,0:29.1620,0:41.3280,0:25.9400
164,Michael Walker,12,1:36.5010,0:28.9250,0:41.5500,0:26.0260
164,Michael Walker,13,1:36.7040,0:28.8960,0:41.3090,0:26.4990
164,Michael Walker,14,1:35.9630,0:28.3080,0:41.8500,0:25.8050
164,Michael Walker,15,PIT,0:28.5520,0:42.4390,0:43.3190
164,Michael Walker,16,5:51.5080,4:38.0480,0:45.4720,0:27.9880
164,Michael Walker,17,1:41.3050,0:31.0490,0:42.7510,0:27.5050
164,Michael Walker,18,1:38.1320,0:29.8250,0:42.2230,0:26.0840
164,Michael Walker,19,1:41.1330,0:29.5390,0:44.9720,0:26.6220
164,Michael Walker,20,1:38.2360,0:29.2790,0:42.7230,0:26.2340
164,Michael Walker,21,1:37.0460,0:29.1190,0:41.6560,0:26.2710
164,Michael Walker,22,1:36.4750,0:29.2350,0:41.3510,0:25.8890
164,Michael Walker,23,PIT,0:35.0770,0:50.2780,0:49.8960
170,David Frish,1,2:05.2480,0:39.7140,0:52.4310,0:33.1030
170,David Frish,2,1:55.4580,0:36.0240,0:49.8540,0:29.5800
170,David Frish,3,1:52.0040,0:37.4800,0:47.3290,0:27.1950
170,David Frish,4,1:41.4350,0:30.8890,0:43.6950,0:26.8510
170,David Frish,5,1:39.6990,0:30.6330,0:43.0260,0:26.0400
170,David Frish,6,1:46.7170,0:31.7610,0:48.1660,0:26.7900
170,David Frish,7,1:40.2800,0:29.5760,0:41.6350,0:29.0690
170,David Frish,8,1:35.7200,0:28.6700,0:41.3410,0:25.7090
170,David Frish,9,1:44.7380,0:33.7110,0:45.1540,0:25.8730
170,David Frish,10,PIT,0:29.4190,0:41.3000,0:52.5310
170,David Frish,11,8:46.5110,7:12.6410,0:59.8410,0:34.0290
170,David Frish,12,1:54.2360,0:35.8990,0:49.9750,0:28.3620
170,David Frish,13,1:39.1410,0:30.4500,0:43.0500,0:25.6410
170,David Frish,14,1:33.0990,0:27.9120,0:40.3040,0:24.8830
170,David Frish,15,1:35.7230,0:28.7910,0:41.6720,0:25.2600
170,David Frish,16,1:33.5990,0:27.4490,0:41.0980,0:25.0520
170,David Frish,17,1:32.6220,0:27.8620,0:39.6130,0:25.1470
170,David Frish,18,PIT,0:29.2890,0:47.6110,0:53.3840
212,Misho Stephan,1,2:00.3680,0:38.7180,0:54.0500,0:27.6000
212,Misho Stephan,2,1:46.4850,0:31.8440,0:47.0130,0:27.6280
212,Misho Stephan,3,1:39.2830,0:29.9830,0:43.3740,0:25.9260
212,Misho Stephan,4,PIT,0:31.6580,0:43.0210,0:40.7120
212,Misho Stephan,5,6:57.9730,5:49.1230,0:42.8820,0:25.9680
212,Misho Stephan,6,1:36.9880,0:28.8500,0:42.2870,0:25.8510
212,Misho Stephan,7,1:36.6960,0:28.8640,0:42.0740,0:25.7580
212,Misho Stephan,8,1:35.4930,0:28.5010,0:41.4590,0:25.5330
212,Misho Stephan,9,1:42.8110,0:32.5750,0:44.5010,0:25.7350
212,Misho Stephan,10,1:35.3640,0:28.4030,0:41.3030,0:25.6580
212,Misho Stephan,11,PIT,0:28.3030,0:43.6350,0:42.5560
275,Baby Kei,1,2:06.4200,0:39.8760,0:55.8070,0:30.7370
275,Baby Kei,2,1:52.4890,0:36.6620,0:47.2370,0:28.5900
275,Baby Kei,3,1:42.2290,0:31.3330,0:44.1480,0:26.7480
275,Baby Kei,4,1:40.6990,0:30.9240,0:43.3060,0:26.4690
275,Baby Kei,5,1:40.2540,0:30.5760,0:43.1570,0:26.5210
275,Baby Kei,6,PIT,0:31.4860,0:44.2720,0:43.3630
275,Baby Kei,7,7:02.9250,5:48.3860,0:47.8300,0:26.7090
275,Baby Kei,8,1:38.6330,0:29.8330,0:41.8360,0:26.9640
275,Baby Kei,9,1:38.3950,0:29.1140,0:42.9580,0:26.3230
275,Baby Kei,10,1:37.3980,0:29.5910,0:41.9660,0:25.8410
275,Baby Kei,11,1:39.0850,0:29.4600,0:42.8620,0:26.7630
275,Baby Kei,12,1:39.6310,0:29.5480,0:43.7020,0:26.3810
275,Baby Kei,13,PIT,0:31.4940,0:48.3970,0:55.8570
275,Baby Kei,14,4:57.7810,3:48.4260,0:43.3660,0:25.9890
275,Baby Kei,15,1:38.2590,0:29.2240,0:42.8380,0:26.1970
275,Baby Kei,16,1:38.0570,0:29.3790,0:42.6150,0:26.0630
275,Baby Kei,17,PIT,0:32.0530,0:48.1290,1:01.0650
277,Jarrod Ferrari,1,2:13.6210,0:42.3700,0:57.2530,0:33.9980
277,Jarrod Ferrari,2,1:53.7690,0:35.1900,0:50.0960,0:28.4830
277,Jarrod Ferrari,3,1:44.8240,0:31.0360,0:46.1330,0:27.6550
277,Jarrod Ferrari,4,1:41.0320,0:30.1060,0:43.8780,0:27.0480
277,Jarrod Ferrari,5,1:39.8660,0:29.7460,0:43.3990,0:26.7210
277,Jarrod Ferrari,6,1:45.9950,0:34.4800,0:44.5240,0:26.9910
277,Jarrod Ferrari,7,1:38.6270,0:29.0710,0:42.7220,0:26.8340
277,Jarrod Ferrari,8,1:44.5810,0:29.9920,0:46.3660,0:28.2230
277,Jarrod Ferrari,9,1:40.0700,0:30.1040,0:43.2840,0:26.6820
277,Jarrod Ferrari,10,1:37.4710,0:28.3460,0:42.5800,0:26.5450
277,Jarrod Ferrari,11,1:41.1980,0:28.7890,0:44.6360,0:27.7730
277,Jarrod Ferrari,12,PIT,0:28.6260,0:50.5370,0:54.0990
277,Jarrod Ferrari,13,4:45.1000,3:34.4170,0:44.1920,0:26.4910
277,Jarrod Ferrari,14,1:39.5520,0:29.2370,0:43.6380,0:26.6770
277,Jarrod Ferrari,15,1:37.9110,0:28.3070,0:42.7950,0:26.8090
277,Jarrod Ferrari,16,1:36.9180,0:28.2220,0:42.0280,0:26.6680
277,Jarrod Ferrari,17,1:37.4800,0:28.1760,0:42.4410,0:26.8630
277,Jarrod Ferrari,18,1:38.5120,0:28.3160,0:43.8870,0:26.3090
277,Jarrod Ferrari,19,PIT,0:28.3580,0:45.9990,1:01.8810
